S28000358,F,16,24,0,100,0,6,35,13,0,31,3,1,46,44,27,125,0,76
S28000358,F,25,49,0,225,0,54,137,23,0,79,48,7,213,54,45,17,0,83
S28000358,F,50,64,0,124,0,46,10,24,0,8,1,4,23,33,17,0,0,15
S28000358,F,65,90,176,0,40,3,0,13,0,0,1,0,2,14,5,0,2,6
S28000359,M,0,15,0,0,0,0,102,0,1,0,64,0,215,0,29,0,0,0
S28000359,M,16,24,0,115,0,3,22,16,0,41,8,5,39,43,12,149,0,115
S28000359,M,25,49,0,682,0,79,113,47,2,213,75,12,21,50,32,22,0,203
S28000359,M,50,64,0,313,0,56,32,49,0,39,5,3,9,26,9,0,0,32
S28000359,M,65,90,184,0,81,14,2,22,0,5,0,0,0,14,1,2,7,6
S28000359,F,0,15,0,0,0,0,105,0,0,0,59,0,198,0,32,0,0,0
S28000359,F,16,24,0,92,0,5,27,25,0,69,10,4,70,29,14,166,0,76
S28000359,F,25,49,0,340,0,81,128,37,7,201,71,6,231,46,38,31,0,177
S28000359,F,50,64,0,227,0,62,19,45,1,25,4,2,15,44,14,0,0,22
S28000359,F,65,90,308,0,83,4,1,20,0,1,2,1,1,32,4,0,12,11
S28000360,M,0,15,0,0,0,0,130,0,0,0,45,0,144,0,34,0,0,0
S28000360,M,16,24,0,23,0,3,32,29,0,13,15,6,39,44,7,28,0,26
S28000360,M,25,49,0,205,0,50,156,38,4,97,54,6,21,48,16,12,0,84
S28000360,M,50,64,0,112,0,63,20,40,0,18,5,5,1,20,17,0,0,16
S28000360,M,65,90,84,0,44,13,1,11,0,2,3,1,0,11,2,0,5,4
S28000360,F,0,15,0,0,0,0,123,0,0,0,58,0,175,0,33,0,0,0
S28000360,F,16,24,0,41,0,3,24,19,0,23,13,5,54,26,19,35,0,45
S28000360,F,25,49,0,186,0,57,162,30,4,78,52,6,188,52,50,1,0,48
S28000360,F,50,64,0,104,0,67,14,35,0,22,4,4,15,44,22,0,0,19
S28000360,F,65,90,124,0,46,2,0,6,0,1,2,1,3,23,5,0,10,6
S28000361,M,0,15,0,0,0,0,215,0,0,0,66,0,242,0,53,0,0,0
S28000361,M,16,24,0,53,0,2,55,34,0,23,21,12,44,50,20,23,0,24
S28000361,M,25,49,0,441,0,56,217,67,2,107,72,17,21,48,51,23,0,84
S28000361,M,50,64,0,187,0,75,33,58,0,12,4,7,8,16,13,0,0,24
S28000361,M,65,90,157,0,107,20,3,19,0,2,0,2,1,8,7,0,2,5
S28000361,F,0,15,0,0,0,0,217,0,0,0,53,0,209,0,52,0,0,0
S28000361,F,16,24,0,43,0,3,46,33,0,25,23,4,92,45,37,14,0,27
S28000361,F,25,49,0,281,0,63,237,48,0,97,74,13,257,64,65,5,0,47
S28000361,F,50,64,0,116,0,83,13,58,0,16,0,8,28,51,14,0,0,21
S28000361,F,65,90,214,0,107,4,0,12,0,2,0,1,4,30,10,0,10,11
S28000362,M,0,15,0,0,0,0,203,0,0,0,84,0,314,0,42,0,0,0
S28000362,M,16,24,0,43,0,3,24,40,0,11,16,7,50,74,11,16,0,30
S28000362,M,25,49,0,460,0,58,223,58,0,52,79,18,31,84,48,47,0,109
S28000362,M,50,64,0,171,0,81,25,44,0,15,4,2,6,40,5,0,0,21
S28000362,M,65,90,162,0,72,14,0,16,0,2,0,4,0,17,2,0,8,8
S28000362,F,0,15,0,0,0,0,196,0,0,0,68,0,293,0,42,0,0,0
S28000362,F,16,24,0,44,0,9,39,29,0,13,26,9,116,51,38,8,0,18
S28000362,F,25,49,0,189,0,61,233,51,0,43,71,10,346,84,61,12,0,46
