8344,2177,1,household
4284,315,1,household
2488,8429,1,household
6615,6446,0,household
5603,5492,0,household
622,5686,1,household
4295,5340,0,household
2557,7717,1,household
3552,127,1,household
8841,2637,1,household
3563,131,1,household
5944,5788,0,household
5773,5928,0,household
5448,5364,0,household
2370,8470,1,household
8015,7878,0,household
933,5274,1,household
436,4450,1,household
1354,8748,1,household
2208,7634,1,household
3982,88,1,household
2423,8318,1,household
3392,3342,0,household
2670,6350,1,household
498,5060,1,household
5643,678,1,household
7196,1676,1,household
4681,907,1,household
7613,7509,0,household
124,3431,1,household
237,4191,1,household
1722,6403,1,household
8266,8360,0,household
7857,4916,0,household
7406,1724,1,household
2434,2571,1,household
579,3954,1,household
8897,2606,1,household
847,4581,1,household
5149,449,1,household
4848,4878,0,household
2948,9171,1,household
5583,563,1,household
5984,293,1,household
4545,4484,0,household
1566,5987,1,household
4000,4084,0,household
5901,5755,0,household
8870,8797,0,household
3562,346,1,household
8612,5669,0,household
3715,3772,0,household
545,5351,1,household
6201,10306,0,household
9157,9039,0,household
251,4,1,household
3484,3513,0,household
2004,8019,1,household
580,5699,1,household
1475,6242,1,household
8192,8074,0,household
10922,10896,0,household
7472,11092,0,household
8056,5400,0,household
1974,5791,1,household
7599,7511,0,household
8131,8065,0,household
20,1385,1,household
2172,1954,1,household
6592,2568,1,household
4754,4679,0,household
1326,4113,1,household
8085,2318,1,household
6074,6155,0,household
1125,6413,1,household
1136,6486,1,household
1362,1509,1,household
2765,8915,1,household
7244,2721,1,household
1519,1406,1,household
7092,740,1,household
5326,10542,0,household
6774,1411,1,household
8508,8433,0,household
7810,2928,1,household
4879,1726,1,household
1019,4758,1,household
1903,7680,1,household
10363,10430,0,household
1428,4607,1,household
9434,3060,1,household
7084,2150,1,household
4663,4748,0,household
4833,422,1,household
768,5795,1,household
3051,2955,1,household
400,3113,1,household
755,4901,1,household
6857,8293,0,household
5943,5812,0,household
232,4264,1,household
3898,444,1,household
8101,2118,1,household
1806,7261,1,household
8982,2596,1,household
366,376,1,household
1212,1288,1,household
1254,4071,1,household
7099,1316,1,household
1889,2504,1,household
751,5160,1,household
3559,317,1,household
679,3551,1,household
11018,11391,0,household
5855,1195,1,household
4813,353,1,household
7046,2659,1,household
8094,7768,0,household
2295,6401,1,household
4454,116,1,household
7157,7240,0,household
2721,7079,1,household
9448,9357,0,household
2347,6548,1,household
1961,6760,1,household
2462,8767,1,household
4133,4050,0,household
1992,7776,1,household
159,777,1,household
187,3985,1,household
11848,11842,0,household
5797,775,1,household
5411,1812,1,household
289,5283,1,household
6504,2347,1,household
8484,2231,1,household
8173,3057,1,household
3837,529,1,household
7972,2085,1,household
10227,10162,0,household
4674,218,1,household
5934,1307,1,household
9040,1367,1,household
7212,1764,1,household
3613,235,1,household
2356,5557,1,household
7014,6874,0,household
270,6034,1,household
8939,8991,0,household
7097,1856,1,household
647,4279,1,household
1521,227,1,household
2688,8926,1,household
8785,8856,0,household
112,4297,1,household
8745,8816,0,household
2067,7217,1,household
3628,3692,0,household
704,1379,1,household
10565,10520,0,household
8906,8980,0,household
2107,7200,1,household
4277,777,1,household
1957,2062,1,household
8273,8334,0,household
4891,567,1,household
7098,1456,1,household
8730,1338,1,household
7882,2111,1,household
2353,1528,1,household
7094,1439,1,household
2302,1739,1,household
1967,7912,1,household
1925,6280,1,household
2332,7110,1,household
3753,624,1,household
6124,5987,0,household
4843,500,1,household
8477,8393,0,household
689,5708,1,household
9935,9884,0,household
1154,5408,1,household
10806,10193,0,household
3183,3246,0,household
5498,5602,0,household
4365,4444,0,household
10660,10618,0,household
1985,7613,1,household
8909,9013,0,household
4102,4013,0,household
9387,7061,0,household
1000,5454,1,household
5627,1096,1,household
9909,9928,0,household
1403,6702,1,household
7201,1675,1,household
1904,10530,1,household
8503,2848,1,household
8312,8209,0,household
8020,10543,0,household
5464,1160,1,household
6390,6241,0,household
1027,4358,1,household
1552,5817,1,household
1349,6928,1,household
7299,1744,1,household
6665,6823,0,household
9819,11239,0,household
3206,3289,0,household
6112,6020,0,household
1223,6189,1,household
11100,11057,0,household
1225,5429,1,household
871,4746,1,household
7823,2091,1,household
5580,5663,0,household
6710,6832,0,household
452,392,1,household
11067,11101,0,household
84,3295,1,household
2111,6332,1,household
1116,5285,1,household
7400,7306,0,household
4440,4366,0,household
80,4268,1,household
3618,280,1,household
7615,7521,0,household
5078,974,1,household
1001,6452,1,household
9488,9584,0,household
4625,4704,0,household
6721,6818,0,household
8636,8599,0,household
3118,8917,1,household
5743,5847,0,household
5922,5779,0,household
9635,9696,0,household
1056,4835,1,household
6437,1161,1,household
6420,6533,0,household
5714,5846,0,household
2414,7460,1,household
9180,2718,1,household
5673,617,1,household
5462,1040,1,household
7423,7342,0,household
6416,2353,1,household
6235,6404,0,household
5761,5879,0,household
4666,316,1,household
1116,5191,1,household
4055,257,1,household
7247,7078,0,household
4838,243,1,household
243,1635,1,household
370,4061,1,household
1157,2352,1,household
7796,7726,0,household
2439,7345,1,household
472,991,1,household
240,4453,1,household
7878,1962,1,household
7853,7998,0,household
6600,6481,0,household
7836,1810,1,household
7857,1983,1,household
619,5590,1,household
9596,9484,0,household
487,4457,1,household
8895,2692,1,household
6674,2178,1,household
8418,2724,1,household
4520,1471,1,household
10454,10388,0,household
8016,1942,1,household
4469,4560,0,household
189,3558,1,household
511,1217,1,household
2774,10820,1,household
3421,3306,0,household
8408,3810,0,household
7085,4761,0,household
5932,1827,1,household
1214,5995,1,household
161,4931,1,household
9359,9411,0,household
2409,6269,1,household
17,4456,1,household
612,826,1,household
7102,7208,0,household
4266,4216,0,household
3566,3644,0,household
1602,1697,1,household
5627,11150,0,household
2115,7641,1,household
5234,751,1,household
1177,5898,1,household
8040,2039,1,household
10738,10776,0,household
8428,1399,1,household
5722,5844,0,household
4431,11316,0,household
5027,4940,0,household
4921,619,1,household
7262,7135,0,household
1905,7664,1,household
216,4534,1,household
1928,7587,1,household
8430,8515,0,household
1930,6160,1,household
527,4751,1,household
7549,7635,0,household
11388,9681,0,household
1457,11410,1,household
7907,2126,1,household
8943,8964,0,household
6489,6612,0,household
5216,5136,0,household
1415,6587,1,household
6684,1540,1,household
5148,2042,1,household
3911,58,1,household
11737,11747,0,household
8999,2847,1,household
2587,8623,1,household
5438,5991,0,household
1598,6105,1,household
981,6030,1,household
8523,2438,1,household
3537,3451,0,household
5656,784,1,household
8468,8447,0,household
9122,9087,0,household
5733,5840,0,household
9099,10180,0,household
6471,6579,0,household
8063,2061,1,household
4757,91,1,household
6741,6629,0,household
7433,7308,0,household
3013,8769,1,household
8708,2364,1,household
8484,11329,0,household
412,3433,1,household
2819,8553,1,household
10268,8650,0,household
6395,6239,0,household
1811,319,1,household
1898,6374,1,household
1455,5114,1,household
1706,7348,1,household
7252,2926,1,household
2777,11164,1,household
214,5116,1,household
5589,2358,1,household
10711,10764,0,household
6323,1695,1,household
7417,1513,1,household
954,10130,1,household
993,11241,1,household
1345,6487,1,household
1294,6883,1,household
1519,6460,1,household
7185,1432,1,household
5526,575,1,household
2125,9629,1,household
6688,6797,0,household
6856,9535,0,household
1575,1232,1,household
7273,1705,1,household
8271,1077,1,household
9250,3034,1,household
3022,2616,1,household
9360,9437,0,household
9369,1758,1,household
51,325,1,household
6900,143,1,household
3679,3621,0,household
5687,2160,1,household
1504,5445,1,household
5186,1134,1,household
928,5375,1,household
9946,9887,0,household
8211,2466,1,household
8604,8648,0,household
10130,1812,1,household
2408,1122,1,household
10403,9824,0,household
6279,2517,1,household
6968,6855,0,household
4746,1028,1,household
1770,7421,1,household
6344,1570,1,household
482,4216,1,household
139,4605,1,household
2798,8798,1,household
7875,1917,1,household
10425,10371,0,household
1638,5004,1,household
4649,4705,0,household
6828,6689,0,household
5921,1230,1,household
7215,2213,1,household
912,745,1,household
3864,3936,0,household
886,5678,1,household
3854,3933,0,household
9483,1138,1,household
4721,1795,1,household
604,4295,1,household
947,5555,1,household
2483,6869,1,household
5192,5228,0,household
9168,9677,0,household
413,4997,1,household
8763,8860,0,household
11484,11512,0,household
9666,9689,0,household
8555,3677,0,household
6415,9483,0,household
78,3968,1,household
2623,9017,1,household
6460,4737,0,household
8176,2811,1,household
712,5651,1,household
1148,4368,1,household
4876,233,1,household
5574,5655,0,household
6673,6783,0,household
9779,9842,0,household
8350,2366,1,household
4166,4235,0,household
2163,6012,1,household
4208,4290,0,household
386,4137,1,household
2860,7594,1,household
7703,2252,1,household
974,490,1,household
5187,501,1,household
2558,8068,1,household
757,7857,1,household
5932,11172,0,household
4608,7529,0,household
7543,715,1,household
1299,9629,1,household
2062,7074,1,household
3411,3323,0,household
10931,11411,0,household
932,10267,1,household
769,882,1,household
8397,8483,0,household
9578,9494,0,household
317,389,1,household
6921,1481,1,household
3630,3589,0,household
4978,4609,0,household
10169,424,1,household
4977,1243,1,household
6808,8784,0,household
4976,484,1,household
4994,245,1,household
496,4996,1,household
7228,7127,0,household
1776,7085,1,household
4828,4903,0,household
9536,9613,0,household
1716,5911,1,household
10274,10319,0,household
7659,592,1,household
1129,944,1,household
4729,4662,0,household
6806,1540,1,household
5485,5605,0,household
5016,5092,0,household
11280,11254,0,household
6763,6733,0,household
2956,8355,1,household
6116,970,1,household
4340,4389,0,household
2328,7851,1,household
11017,11322,0,household
8562,2793,1,household
4197,4283,0,household
976,493,1,household
2990,9371,1,household
10063,10038,0,household
4807,4855,0,household
6055,787,1,household
453,766,1,household
5909,750,1,household
5116,1020,1,household
10000,2098,1,household
7856,8012,0,household
4761,917,1,household
11068,8645,0,household
2944,9297,1,household
5244,1559,1,household
6645,10646,0,household
6187,1092,1,household
9939,9862,0,household
8439,8497,0,household
8178,2393,1,household
6586,6494,0,household
8379,8466,0,household
2952,8,1,household
6064,1930,1,household
5732,5842,0,household
4922,4842,0,household
10362,10437,0,household
5910,1422,1,household
11002,7966,0,household
6902,1358,1,household
7626,7497,0,household
35,709,1,household
3161,8763,1,household
4003,4101,0,household
6901,1708,1,household
137,430,1,household
7253,7082,0,household
1054,4890,1,household
4706,4648,0,household
5084,5023,0,household
7014,2152,1,household
4180,4221,0,household
7903,6338,0,household
9237,2889,1,household
8887,8977,0,household
11149,11189,0,household
3893,3963,0,household
8355,8235,0,household
5901,1526,1,household
11599,5975,0,household
3628,288,1,household
1900,9077,1,household
4692,4756,0,household
1237,4621,1,household
6354,1416,1,household
4731,4665,0,household
6858,6954,0,household
8059,8171,0,household
3174,8388,1,household
608,5400,1,household
6390,984,1,household
1979,7155,1,household
290,5271,1,household
8975,8899,0,household
2119,8272,1,household
1418,5910,1,household
2629,7803,1,household
261,4849,1,household
4115,75,1,household
5032,4961,0,household
11583,149,1,household
5235,398,1,household
9388,6860,0,household
2735,9037,1,household
6462,1478,1,household
7137,7200,0,household
5869,5750,0,household
6033,899,1,household
8332,2959,1,household
7302,2372,1,household
2048,8125,1,household
9265,9183,0,household
6603,2058,1,household
675,519,1,household
2977,9164,1,household
281,5022,1,household
5170,1449,1,household
4832,57,1,household
10232,10804,0,household
2457,8094,1,household
9796,9774,0,household
5677,5553,0,household
717,5867,1,household
6172,7341,0,household
8676,2532,1,household
3283,3229,0,household
7817,2726,1,household
5455,6060,0,household
1645,4734,1,household
10250,92,1,household
6158,5996,0,household
8605,8647,0,household
6123,1135,1,household
8239,8358,0,household
5997,1446,1,household
521,4265,1,household
10150,965,1,household
7636,7556,0,household
11074,11111,0,household
2535,8123,1,household
11683,5261,0,household
9991,3832,0,household
996,1038,1,household
4906,243,1,household
871,4671,1,household
1125,1887,1,household
5920,5808,0,household
8490,8405,0,household
7681,2091,1,household
7069,7266,0,household
6943,1823,1,household
1532,6761,1,household
405,4120,1,household
6257,936,1,household
5466,1450,1,household
5903,1144,1,household
7814,2299,1,household
2653,8585,1,household
10289,10308,0,household
6692,1396,1,household
8199,2501,1,household
3683,8385,0,household
5255,2012,1,household
10836,10805,0,household
8222,2216,1,household
8555,519,1,household
1409,4923,1,household
7103,2555,1,household
8161,3083,1,household
2732,8274,1,household
2086,5871,1,household
1479,6881,1,household
1672,569,1,household
6732,2780,1,household
2978,10046,1,household
11775,11915,0,household
10328,10293,0,household
1097,2663,1,household
6234,1218,1,household
5564,5684,0,household
7340,7388,0,household
7438,3026,1,household
4584,4523,0,household
9225,1242,1,household
7916,1956,1,household
461,963,1,household
9594,9481,0,household
8747,3017,1,household
8346,2144,1,household
168,4882,1,household
197,4874,1,household
11176,11206,0,household
9832,9775,0,household
8228,8300,0,household
4435,1201,1,household
8018,2256,1,household
1207,6627,1,household
7327,2468,1,household
10055,9861,0,household
8874,3173,1,household
5628,5534,0,household
1157,5943,1,household
6628,7169,0,household
108,275,1,household
33,4211,1,household
4733,1015,1,household
263,134,1,household
126,9219,1,household
1575,6580,1,household
7067,2553,1,household
6028,2313,1,household
6878,6985,0,household
1392,1417,1,household
3050,2238,1,household
3823,3751,0,household
315,1311,1,household
1275,5366,1,household
513,95,1,household
1128,5820,1,household
4514,1279,1,household
7380,7282,0,household
11260,11207,0,household
2005,7787,1,household
1849,7324,1,household
8232,8314,0,household
918,5365,1,household
8245,8324,0,household
8207,2224,1,household
3067,9076,1,household
10733,10102,0,household
6764,6709,0,household
4488,4568,0,household
5589,5672,0,household
6025,1824,1,household
3583,3643,0,household
4756,732,1,household
7739,5730,0,household
3295,3233,0,household
6791,6705,0,household
1350,4433,1,household
3767,3736,0,household
2839,8960,1,household
6012,6161,0,household
1130,6137,1,household
6500,1262,1,household
5232,985,1,household
2181,6406,1,household
2807,2141,1,household
1366,851,1,household
2342,10137,1,household
7009,2570,1,household
6999,6872,0,household
5070,1674,1,household
7619,7499,0,household
6502,277,1,household
6503,1968,1,household
2420,8718,1,household
844,3690,1,household
10661,10598,0,household
9147,2720,1,household
3939,3868,0,household
3173,2994,1,household
2331,8558,1,household
1048,5551,1,household
6058,2185,1,household
1777,6315,1,household
2228,6608,1,household
435,481,1,household
8770,8525,0,household
2096,7891,1,household
9790,6639,0,household
905,5535,1,household
4362,1600,1,household
2900,2789,1,household
5416,1623,1,household
8248,2334,1,household
1088,5757,1,household
7808,7711,0,household
8306,2445,1,household
2734,9107,1,household
4295,1035,1,household
6747,6632,0,household
11422,11400,0,household
1209,6163,1,household
8438,8471,0,household
4062,443,1,household
10622,10650,0,household
4900,364,1,household
11843,5854,0,household
4880,4835,0,household
6053,770,1,household
3249,3188,0,household
1009,1257,1,household
5285,5191,0,household
4191,4292,0,household
7444,1757,1,household
2026,6890,1,household
5638,790,1,household
1372,4385,1,household
5054,4937,0,household
1302,10359,1,household
11491,11513,0,household
7072,1264,1,household
1364,5104,1,household
4589,1707,1,household
7714,7805,0,household
283,11571,1,household
1503,190,1,household
9974,9892,0,household
6926,7002,0,household
2222,5947,1,household
6441,6563,0,household
7991,7913,0,household
2002,1304,1,household
8841,8774,0,household
647,4209,1,household
506,888,1,household
1893,9867,1,household
1326,1041,1,household
733,867,1,household
7675,7810,0,household
10926,11318,0,household
8714,2675,1,household
623,5151,1,household
4675,864,1,household
8194,8051,0,household
1010,5781,1,household
52,1547,1,household
5706,887,1,household
11397,2402,1,household
2785,8887,1,household
2226,6816,1,household
8880,8956,0,household
9722,9661,0,household
1552,5926,1,household
8337,3126,1,household
2645,8935,1,household
1653,6622,1,household
601,6034,1,household
3043,6880,1,household
99,415,1,household
591,1260,1,household
1765,5023,1,household
1895,7018,1,household
7393,2179,1,household
2144,8256,1,household
1106,6600,1,household
106,4732,1,household
7182,2555,1,household
4881,6935,0,household
5626,901,1,household
2140,7979,1,household
5675,5544,0,household
6892,5408,0,household
11351,11334,0,household
6570,2513,1,household
7408,7362,0,household
6975,6941,0,household
5691,1451,1,household
4145,48,1,household
11243,6360,0,household
4655,4698,0,household
962,1124,1,household
7212,7158,0,household
268,149,1,household
1476,7194,1,household
710,5085,1,household
351,596,1,household
2642,6365,1,household
4198,4286,0,household
3366,672,1,household
5695,1048,1,household
7455,2879,1,household
1164,6111,1,household
10039,3700,0,household
9260,3142,1,household
7041,6944,0,household
5063,10491,0,household
7364,2893,1,household
9954,9870,0,household
5525,450,1,household
6589,6467,0,household
10531,10557,0,household
9552,9469,0,household
7451,7319,0,household
171,3556,1,household
336,5095,1,household
9029,11094,0,household
7273,2109,1,household
5934,2166,1,household
7947,7861,0,household
4992,1491,1,household
5345,988,1,household
4390,4337,0,household
3694,3614,0,household
964,969,1,household
9364,9392,0,household
6344,6234,0,household
11243,2066,1,household
8576,5861,0,household
6146,6073,0,household
3824,505,1,household
11029,10992,0,household
880,5159,1,household
8200,2281,1,household
1386,1097,1,household
1326,4068,1,household
1982,7671,1,household
2952,3009,0,household
3678,780,1,household
5858,5823,0,household
1557,2130,1,household
652,1378,1,household
142,4616,1,household
6440,6598,0,household
3826,327,1,household
4436,323,1,household
8996,2613,1,household
1807,1464,1,household
10561,10523,0,household
11255,11287,0,household
7801,7702,0,household
1321,5180,1,household
831,602,1,household
6029,2388,1,household
2400,6549,1,household
8251,3012,1,household
7713,3160,1,household
9162,2924,1,household
8918,2847,1,household
818,10380,1,household
6668,6831,0,household
8760,2576,1,household
6224,6355,0,household
7159,7221,0,household
7188,1534,1,household
343,11683,1,household
1950,7227,1,household
10314,10257,0,household
5483,2298,1,household
9690,9663,0,household
7797,7716,0,household
2692,9018,1,household
807,4278,1,household
1021,1975,1,household
1076,5789,1,household
600,847,1,household
8035,8136,0,household
8777,2486,1,household
4058,999,1,household
2475,7609,1,household
3866,3940,0,household
1231,881,1,household
8576,959,1,household
2021,1175,1,household
679,7092,1,household
6250,1595,1,household
9216,8134,0,household
5791,5860,0,household
466,4535,1,household
5106,313,1,household
10840,10797,0,household
1080,1827,1,household
5477,931,1,household
4885,6666,0,household
8401,7968,0,household
4817,168,1,household
3973,651,1,household
7572,1882,1,household
5073,766,1,household
568,1238,1,household
2647,2600,1,household
7181,7073,0,household
1626,6458,1,household
3816,270,1,household
7768,2457,1,household
5281,5149,0,household
7417,2171,1,household
2534,8017,1,household
10179,10212,0,household
2804,2470,1,household
1593,7195,1,household
2956,8235,1,household
1379,8403,1,household
5281,449,1,household
565,3682,1,household
260,4595,1,household
4814,4889,0,household
588,901,1,household
4280,4196,0,household
9180,8709,0,household
6105,6011,0,household
6758,6700,0,household
7557,7580,0,household
11191,11170,0,household
4049,1171,1,household
9312,2973,1,household
3967,914,1,household
6119,825,1,household
6016,1384,1,household
4206,1228,1,household
8923,2596,1,household
2486,2551,1,household
9132,3067,1,household
7582,1651,1,household
3750,3781,0,household
4616,4525,0,household
352,1150,1,household
6270,6361,0,household
7386,1514,1,household
1460,242,1,household
3654,3569,0,household
2330,822,1,household
6325,9629,0,household
1052,4191,1,household
6873,7013,0,household
508,11234,1,household
9278,3045,1,household
7010,6933,0,household
8997,8942,0,household
5658,1509,1,household
752,5868,1,household
308,4516,1,household
4057,652,1,household
10550,10507,0,household
891,3905,1,household
6108,6028,0,household
6973,6912,0,household
1375,535,1,household
6049,1401,1,household
255,1243,1,household
5568,5656,0,household
9923,8548,0,household
4121,68,1,household
4120,1163,1,household
7228,2580,1,household
2014,6044,1,household
9647,9715,0,household
1995,6762,1,household
2512,8560,1,household
1517,1629,1,household
150,1006,1,household
7879,1922,1,household
1666,1910,1,household
8591,2650,1,household
1328,1523,1,household
6017,1771,1,household
5490,5597,0,household
4395,4300,0,household
7411,2173,1,household
9769,3826,0,household
4537,1428,1,household
7653,7738,0,household
2570,6904,1,household
8032,9096,0,household
2712,8742,1,household
410,42,1,household
4701,4645,0,household
7866,7962,0,household
6756,6695,0,household
3407,3363,0,household
4579,7080,0,household
8720,2524,1,household
11633,11352,0,household
3087,9609,1,household
5923,792,1,household
4613,952,1,household
2625,6807,1,household
3752,3829,0,household
5484,702,1,household
8510,2466,1,household
164,4591,1,household
1311,5536,1,household
4988,5104,0,household
11455,10110,0,household
2737,9033,1,household
5083,1462,1,household
11488,11524,0,household
961,2214,1,household
5816,1480,1,household
3287,3211,0,household
3919,3851,0,household
1046,6492,1,household
6942,2523,1,household
5550,5647,0,household
1369,7033,1,household
2175,11077,1,household
1256,1488,1,household
10739,10771,0,household
3745,3784,0,household
2666,8903,1,household
7914,7981,0,household
3156,8472,1,household
619,738,1,household
9050,3096,1,household
2416,8197,1,household
2907,1825,1,household
6982,2292,1,household
4046,4126,0,household
18,11071,1,household
1553,7311,1,household
8153,8087,0,household
9017,8938,0,household
11030,10990,0,household
5210,5135,0,household
6444,6552,0,household
1939,1330,1,household
9082,1014,1,household
9431,9508,0,household
2225,7204,1,household
2314,8422,1,household
312,6936,1,household
2324,8155,1,household
600,4581,1,household
1012,6013,1,household
2866,8965,1,household
761,4900,1,household
8877,2902,1,household
4436,296,1,household
7992,7884,0,household
7973,1959,1,household
748,6024,1,household
9181,2936,1,household
1111,2285,1,household
4179,4257,0,household
1303,4519,1,household
8695,2638,1,household
3896,1142,1,household
6852,6957,0,household
6025,6127,0,household
5444,5378,0,household
2315,8160,1,household
6268,6376,0,household
2640,8072,1,household
2892,284,1,household
1250,763,1,household
2195,773,1,household
4884,1324,1,household
55,975,1,household
3877,3949,0,household
9103,3164,1,household
8506,9788,0,household
2433,8697,1,household
7558,1733,1,household
6554,6469,0,household
6701,835,1,household
1307,9649,1,household
2255,8223,1,household
5158,5232,0,household
8630,6651,0,household
1905,2218,1,household
2643,7601,1,household
5012,5059,0,household
1006,6666,1,household
8480,2342,1,household
9924,7839,0,household
7982,1963,1,household
3821,3759,0,household
2174,6927,1,household
5753,756,1,household
4998,710,1,household
7151,55,1,household
7376,7278,0,household
8925,3070,1,household
1859,7360,1,household
2040,7452,1,household
9260,9243,0,household
10142,10230,0,household
8089,2661,1,household
4525,76,1,household
5058,1024,1,household
10097,10042,0,household
9244,4730,0,household
6510,6567,0,household
3151,2686,1,household
809,5531,1,household
1786,6032,1,household
8660,8617,0,household
110,157,1,household
2340,6253,1,household
4630,4695,0,household
5853,775,1,household
6320,6262,0,household
3554,452,1,household
464,4914,1,household
6387,2141,1,household
3788,3748,0,household
5147,440,1,household
7875,8007,0,household
3159,9411,1,household
1867,6894,1,household
1389,7084,1,household
1246,6885,1,household
2162,6139,1,household
8166,9206,0,household
6311,6207,0,household
8776,8844,0,household
1831,7729,1,household
594,608,1,household
1320,6512,1,household
6072,2030,1,household
9998,9809,0,household
5366,514,1,household
5024,5086,0,household
3464,3529,0,household
7142,2455,1,household
9267,2945,1,household
8140,8042,0,household
7680,1989,1,household
1332,6685,1,household
5000,682,1,household
1606,2923,1,household
4075,4138,0,household
3077,9606,1,household
3261,3187,0,household
10067,10019,0,household
1552,877,1,household
1811,4898,1,household
4246,4184,0,household
1565,10905,1,household
9226,9269,0,household
571,1282,1,household
8790,8839,0,household
0,441,1,household
11211,11147,0,household
508,2327,1,household
7415,2297,1,household
5461,1176,1,household
7448,1544,1,household
459,845,1,household
5111,387,1,household
8639,2403,1,household
5985,825,1,household
4432,4357,0,household
2352,5943,1,household
9778,9847,0,household
5463,5349,0,household
4375,4442,0,household
6646,6745,0,household
3073,8947,1,household
3838,5196,0,household
6337,2483,1,household
100,725,1,household
5637,5566,0,household
2901,8519,1,household
4850,646,1,household
10281,6822,0,household
4680,4763,0,household
4988,1364,1,household
4537,1578,1,household
2417,11158,1,household
5206,5124,0,household
3898,3953,0,household
6067,6113,0,household
2991,2046,1,household
6248,1695,1,household
5910,5758,0,household
8100,2269,1,household
599,8043,1,household
486,3625,1,household
129,4378,1,household
2648,7225,1,household
104,4578,1,household
3534,3437,0,household
2679,8352,1,household
5832,5731,0,household
5990,6171,0,household
7921,3168,1,household
322,4140,1,household
1770,1706,1,household
2608,8013,1,household
9008,8912,0,household
2268,6672,1,household
777,4202,1,household
7243,7070,0,household
5253,783,1,household
1315,240,1,household
10488,10560,0,household
7650,11698,0,household
630,5886,1,household
6069,2317,1,household
4269,4215,0,household
10370,5439,0,household
3760,3809,0,household
207,4875,1,household
1005,6169,1,household
9369,5418,0,household
5679,1003,1,household
2132,8213,1,household
10548,10518,0,household
8311,8262,0,household
6670,2260,1,household
5830,5737,0,household
2905,8755,1,household
939,10,1,household
1542,7156,1,household
4841,399,1,household
4508,178,1,household
5748,1591,1,household
4319,4428,0,household
274,4530,1,household
9032,9146,0,household
5705,929,1,household
5593,5509,0,household
100,3561,1,household
8867,2995,1,household
11604,11586,0,household
5267,5194,0,household
918,1420,1,household
3171,8083,1,household
5822,2086,1,household
7254,2561,1,household
8722,10054,0,household
2857,2939,1,household
8406,8507,0,household
525,2143,1,household
8536,3165,1,household
8968,2906,1,household
8312,2139,1,household
3512,3459,0,household
5254,1839,1,household
6011,1598,1,household
10329,10292,0,household
1778,5094,1,household
660,4920,1,household
5422,1660,1,household
1191,6223,1,household
7415,7297,0,household
7547,1688,1,household
7059,7168,0,household
4526,4592,0,household
