"","run","beta","lambda","prob.rnd.infection","f","pctApp","pctTest","lockdown","schools","compliance","SymPriority","deaths","propInfected","mortality","days","tests","household","relations","friends","school","random","work"
"1175",1399,0.08,0.01,0.1,0,80,6,"false","true","Low","false",158,29.3067594356124,0.52,416,240158,0.35,0.03,0.17,0.07,0.21,0.17
"1176",1416,0.08,0.01,0.1,0,20,0.5,"false","true","High","true",233,40.433202472111,0.56,353,21561,0.33,0.03,0.17,0.06,0.22,0.19
"1177",1420,0.08,0.01,0.1,0,20,6,"false","true","High","true",143,29.3436856221091,0.47,362,109195,0.35,0.03,0.17,0.06,0.21,0.18
"1178",1393,0.08,0.01,0.1,0,80,100,"false","true","High","false",44,15.2233062541299,0.28,531,288461,0.39,0.02,0.16,0.07,0.21,0.16
"1179",1427,0.08,0.01,0.1,0,20,6,"false","true","Low","true",170,28.6731838146694,0.58,364,110965,0.35,0.02,0.17,0.06,0.21,0.18
"1180",1423,0.08,0.01,0.1,0,20,0.5,"false","true","Low","true",262,39.3914953162048,0.65,325,21728,0.34,0.03,0.17,0.06,0.22,0.18
"1181",1432,0.08,0.01,0.1,0,40,1.5,"false","true","High","true",105,24.8474365452637,0.41,373,71296,0.36,0.02,0.18,0.06,0.21,0.17
"1182",1440,0.08,0.01,0.1,0,40,3,"false","true","Low","true",109,27.2651300190461,0.39,386,119230,0.36,0.02,0.17,0.06,0.22,0.17
"1183",1426,0.08,0.01,0.1,0,20,3,"false","true","Low","true",138,30.0345940062969,0.45,364,106877,0.35,0.03,0.18,0.06,0.21,0.18
"1184",1414,0.08,0.01,0.1,0,0,100,"false","true","Low","true",158,29.878143584561,0.51,413,85960,0.35,0.03,0.17,0.06,0.21,0.18
"1185",1439,0.08,0.01,0.1,0,40,1.5,"false","true","Low","true",141,28.4185874761923,0.48,335,65238,0.35,0.02,0.17,0.07,0.21,0.17
"1186",1419,0.08,0.01,0.1,0,20,3,"false","true","High","true",154,29.566214482839,0.51,411,104499,0.35,0.03,0.18,0.06,0.21,0.17
"1187",1438,0.08,0.01,0.1,0,40,1,"false","true","Low","true",208,34.8758114043612,0.58,322,41907,0.35,0.03,0.17,0.06,0.21,0.18
"1188",1461,0.08,0.01,0.1,0,80,3,"false","true","High","true",58,16.4477008590197,0.34,343,124152,0.38,0.03,0.17,0.07,0.2,0.16
"1189",1442,0.08,0.01,0.1,0,40,100,"false","true","Low","true",117,24.9008823415089,0.46,377,177715,0.37,0.02,0.17,0.06,0.21,0.17
"1190",1445,0.08,0.01,0.1,0,60,1,"false","true","High","true",116,27.0319119990671,0.42,385,51080,0.36,0.02,0.17,0.07,0.21,0.17
"1191",1418,0.08,0.01,0.1,0,20,1.5,"false","true","High","true",153,29.2921833093637,0.51,476,71159,0.35,0.02,0.18,0.06,0.21,0.18
"1192",1451,0.08,0.01,0.1,0,60,0.5,"false","true","Low","true",199,36.7911143934388,0.53,336,23594,0.34,0.03,0.18,0.06,0.22,0.18
"1193",1412,0.08,0.01,0.1,0,0,3,"false","true","Low","true",149,31.3240953084308,0.46,483,92581,0.35,0.03,0.17,0.06,0.21,0.18
"1194",1433,0.08,0.01,0.1,0,40,3,"false","true","High","true",124,26.2807556263847,0.46,495,131559,0.37,0.02,0.18,0.06,0.21,0.17
"1195",1329,0.08,0.01,0.1,0,80,6,"false","true","Low","true",51,17.0190850079683,0.29,836,340247,0.38,0.02,0.16,0.07,0.21,0.16
"1196",1444,0.08,0.01,0.1,0,60,0.5,"false","true","High","true",210,34.9273137171065,0.58,394,25579,0.34,0.03,0.18,0.06,0.22,0.17
"1197",1428,0.08,0.01,0.1,0,20,100,"false","true","Low","true",173,29.0006607843899,0.58,469,122812,0.35,0.03,0.18,0.06,0.21,0.18
"1198",1441,0.08,0.01,0.1,0,40,6,"false","true","Low","true",122,25.3585727057177,0.47,399,183972,0.36,0.02,0.17,0.06,0.21,0.17
"1199",1437,0.08,0.01,0.1,0,40,0.5,"false","true","Low","true",234,38.6345084930229,0.59,385,24510,0.34,0.03,0.18,0.06,0.21,0.18
"1200",1479,0.08,0.01,0.1,0,0,0.5,"false","true","Low","false",244,43.0501030046255,0.55,287,19699,0.33,0.03,0.18,0.06,0.22,0.18
"1201",1480,0.08,0.01,0.1,0,0,1,"false","true","Low","false",237,39.2194970264702,0.59,295,38610,0.33,0.03,0.18,0.06,0.22,0.19
"1202",1434,0.08,0.01,0.1,0,40,6,"false","true","High","true",115,24.6744665137793,0.45,490,185832,0.36,0.02,0.17,0.06,0.21,0.18
"1203",1478,0.08,0.01,0.1,0,0,0,"false","true","Low","false",288,44.4785633769969,0.63,313,0,0.33,0.03,0.18,0.06,0.22,0.19
"1204",1425,0.08,0.01,0.1,0,20,1.5,"false","true","Low","true",148,29.7071170365764,0.48,452,73091,0.35,0.02,0.17,0.06,0.21,0.18
"1205",1447,0.08,0.01,0.1,0,60,3,"false","true","High","true",100,21.0323784351071,0.46,487,160427,0.37,0.02,0.16,0.07,0.21,0.17
"1206",1492,0.08,0.01,0.1,0,20,0,"false","true","Low","false",291,44.6855443697283,0.63,273,0,0.33,0.03,0.18,0.06,0.22,0.19
"1207",1424,0.08,0.01,0.1,0,20,1,"false","true","Low","true",188,36.0535624052552,0.51,425,50945,0.35,0.02,0.17,0.06,0.21,0.18
"1208",1458,0.08,0.01,0.1,0,80,0.5,"false","true","High","true",149,31.4241847086718,0.46,445,27562,0.36,0.02,0.17,0.06,0.21,0.17
"1209",1455,0.08,0.01,0.1,0,60,6,"false","true","Low","true",90,21.4453686788199,0.41,417,234875,0.36,0.02,0.17,0.06,0.21,0.17
"1210",1493,0.08,0.01,0.1,0,20,0.5,"false","true","Low","false",223,43.5631826485793,0.5,304,20186,0.33,0.03,0.18,0.06,0.22,0.18
"1211",1452,0.08,0.01,0.1,0,60,1,"false","true","Low","true",163,30.7216154234851,0.52,430,57842,0.36,0.02,0.17,0.06,0.21,0.17
"1212",1453,0.08,0.01,0.1,0,60,1.5,"false","true","Low","true",140,25.6607843899405,0.53,466,88863,0.36,0.02,0.17,0.07,0.21,0.17
"1213",1465,0.08,0.01,0.1,0,80,0.5,"false","true","Low","true",180,33.5746492012283,0.52,389,26597,0.35,0.03,0.17,0.06,0.21,0.18
"1214",1494,0.08,0.01,0.1,0,20,1,"false","true","Low","false",254,41.1056477630505,0.6,256,32771,0.33,0.03,0.18,0.06,0.22,0.18
"1215",1446,0.08,0.01,0.1,0,60,1.5,"false","true","High","true",106,22.522058537723,0.46,443,85274,0.36,0.02,0.17,0.06,0.21,0.17
"1216",1462,0.08,0.01,0.1,0,80,6,"false","true","High","true",56,15.989038753061,0.34,459,216749,0.38,0.02,0.18,0.07,0.2,0.15
"1217",1468,0.08,0.01,0.1,0,80,3,"false","true","Low","true",74,19.299762895013,0.37,454,135358,0.38,0.02,0.17,0.07,0.2,0.16
"1218",1485,0.08,0.01,0.1,0,20,0,"false","true","High","false",220,43.411590935593,0.49,318,0,0.33,0.03,0.18,0.06,0.22,0.19
"1219",1459,0.08,0.01,0.1,0,80,1,"false","true","High","true",118,23.3849652116454,0.49,466,61349,0.38,0.02,0.16,0.07,0.2,0.16
"1220",1487,0.08,0.01,0.1,0,20,1,"false","true","High","false",246,41.3641310685272,0.58,293,39283,0.33,0.03,0.17,0.06,0.22,0.18
"1221",1456,0.08,0.01,0.1,0,60,100,"false","true","Low","true",87,19.3123955377619,0.44,481,240337,0.37,0.02,0.17,0.07,0.21,0.16
"1222",1481,0.08,0.01,0.1,0,0,1.5,"false","true","Low","false",202,36.1176973607494,0.54,371,58663,0.34,0.03,0.18,0.05,0.22,0.18
"1223",1469,0.08,0.01,0.1,0,80,6,"false","true","Low","true",73,16.8412562677343,0.42,489,242775,0.39,0.02,0.17,0.07,0.2,0.15
"1224",1500,0.08,0.01,0.1,0,40,0.5,"false","true","High","false",262,42.1143156994597,0.6,301,20606,0.33,0.03,0.18,0.06,0.22,0.18
"1225",1470,0.08,0.01,0.1,0,80,100,"false","true","Low","true",51,14.5936176001866,0.34,479,263703,0.37,0.02,0.17,0.07,0.2,0.16
"1226",1488,0.08,0.01,0.1,0,20,1.5,"false","true","High","false",263,40.0493644808956,0.64,310,51874,0.33,0.03,0.17,0.06,0.22,0.18
"1227",1502,0.08,0.01,0.1,0,40,1.5,"false","true","High","false",244,39.922066311657,0.59,279,54172,0.34,0.03,0.17,0.06,0.21,0.18
"1228",1484,0.08,0.01,0.1,0,0,100,"false","true","Low","false",160,31.477630504917,0.49,453,85486,0.36,0.02,0.17,0.06,0.22,0.17
"1229",1483,0.08,0.01,0.1,0,0,6,"false","true","Low","false",167,30.44466902476,0.53,357,80016,0.35,0.03,0.17,0.06,0.21,0.18
"1230",1501,0.08,0.01,0.1,0,40,1,"false","true","High","false",241,41.5847164457574,0.56,267,35850,0.33,0.03,0.17,0.06,0.22,0.19
"1231",1490,0.08,0.01,0.1,0,20,6,"false","true","High","false",187,29.8742566175613,0.61,405,117547,0.36,0.03,0.18,0.06,0.21,0.17
"1232",1497,0.08,0.01,0.1,0,20,6,"false","true","Low","false",153,28.5711509309286,0.52,389,112780,0.36,0.02,0.17,0.06,0.21,0.18
"1233",1498,0.08,0.01,0.1,0,20,100,"false","true","Low","false",145,29.1969526178723,0.48,420,120595,0.35,0.02,0.17,0.06,0.22,0.17
"1234",1454,0.08,0.01,0.1,0,60,3,"false","true","Low","true",126,24.4422202355502,0.5,558,148132,0.37,0.02,0.17,0.07,0.2,0.17
"1235",1482,0.08,0.01,0.1,0,0,3,"false","true","Low","false",177,30.6458195669919,0.56,391,86180,0.35,0.03,0.17,0.06,0.21,0.18
"1236",1460,0.08,0.01,0.1,0,80,1.5,"false","true","High","true",64,18.3931278423446,0.34,619,118772,0.38,0.02,0.17,0.07,0.2,0.16
"1237",1486,0.08,0.01,0.1,0,20,0.5,"false","true","High","false",246,43.3066428266024,0.55,350,20796,0.33,0.03,0.18,0.06,0.22,0.18
"1238",1466,0.08,0.01,0.1,0,80,1,"false","true","Low","true",122,26.3118513623819,0.45,483,62702,0.36,0.02,0.17,0.07,0.21,0.17
"1239",1449,0.08,0.01,0.1,0,60,100,"false","true","High","true",76,20.0713258444436,0.37,558,251319,0.37,0.02,0.17,0.07,0.2,0.17
"1240",1510,0.08,0.01,0.1,0,40,3,"false","true","Low","false",225,37.6306992653632,0.58,290,101517,0.34,0.03,0.18,0.06,0.21,0.18
"1241",1495,0.08,0.01,0.1,0,20,1.5,"false","true","Low","false",230,39.5081043261943,0.57,336,51556,0.34,0.03,0.17,0.06,0.22,0.18
"1242",1503,0.08,0.01,0.1,0,40,3,"false","true","High","false",204,36.6939402184475,0.54,308,104510,0.34,0.03,0.18,0.06,0.21,0.18
"1243",1499,0.08,0.01,0.1,0,40,0,"false","true","High","false",282,42.8819916818906,0.64,325,0,0.33,0.03,0.17,0.06,0.22,0.19
"1244",1435,0.08,0.01,0.1,0,40,100,"false","true","High","true",120,25.6452365219419,0.45,603,202414,0.36,0.02,0.18,0.06,0.21,0.17
"1245",1509,0.08,0.01,0.1,0,40,1.5,"false","true","Low","false",239,40.366152291367,0.58,297,53038,0.33,0.03,0.18,0.06,0.22,0.19
"1246",1491,0.08,0.01,0.1,0,20,100,"false","true","High","false",138,28.0532125782252,0.48,461,119935,0.35,0.02,0.17,0.06,0.22,0.17
"1247",1508,0.08,0.01,0.1,0,40,1,"false","true","Low","false",268,41.2533525090372,0.63,289,37735,0.33,0.03,0.18,0.06,0.22,0.19
"1248",1496,0.08,0.01,0.1,0,20,3,"false","true","Low","false",181,31.6078438994053,0.56,405,111324,0.35,0.03,0.18,0.06,0.21,0.18
"1249",1516,0.08,0.01,0.1,0,60,1.5,"false","true","High","false",220,38.8716134800016,0.55,274,52046,0.34,0.03,0.17,0.06,0.22,0.18
"1250",1507,0.08,0.01,0.1,0,40,0.5,"false","true","Low","false",231,42.9053134838885,0.52,283,19859,0.33,0.03,0.17,0.06,0.22,0.18
"1251",1517,0.08,0.01,0.1,0,60,3,"false","true","High","false",220,37.5276946398725,0.57,325,109422,0.34,0.03,0.17,0.06,0.21,0.18
"1252",1463,0.08,0.01,0.1,0,80,100,"false","true","High","true",60,15.66642049209,0.37,601,286861,0.38,0.02,0.17,0.07,0.2,0.16
"1253",1515,0.08,0.01,0.1,0,60,1,"false","true","High","false",228,40.8840906440704,0.54,324,38835,0.34,0.03,0.18,0.06,0.22,0.18
"1254",1512,0.08,0.01,0.1,0,40,100,"false","true","Low","false",123,25.0816263069927,0.48,412,190378,0.36,0.03,0.17,0.06,0.21,0.17
"1255",1513,0.08,0.01,0.1,0,60,0,"false","true","High","false",255,42.7303999689043,0.58,345,0,0.33,0.03,0.18,0.06,0.22,0.18
"1256",1506,0.08,0.01,0.1,0,40,0,"false","true","Low","false",284,43.7147743615657,0.63,337,0,0.33,0.03,0.18,0.06,0.22,0.18
"1257",1448,0.08,0.01,0.1,0,60,6,"false","true","High","true",84,20.1694717611847,0.4,707,255188,0.38,0.02,0.17,0.07,0.2,0.16
"1258",1467,0.08,0.01,0.1,0,80,1.5,"false","true","Low","true",95,21.8904264002799,0.42,586,115546,0.37,0.02,0.17,0.07,0.2,0.16
"1259",1524,0.08,0.01,0.1,0,60,3,"false","true","Low","false",218,37.9737241030824,0.56,277,103403,0.34,0.03,0.18,0.06,0.21,0.18
"1260",1511,0.08,0.01,0.1,0,40,6,"false","true","Low","false",108,24.9980565165002,0.42,467,193701,0.36,0.02,0.18,0.06,0.21,0.17
"1261",1523,0.08,0.01,0.1,0,60,1.5,"false","true","Low","false",284,40.2903564348739,0.68,339,61360,0.33,0.03,0.17,0.06,0.22,0.19
"1262",1522,0.08,0.01,0.1,0,60,1,"false","true","Low","false",248,40.500252652855,0.6,316,38468,0.33,0.03,0.17,0.06,0.22,0.18
"1263",1514,0.08,0.01,0.1,0,60,0.5,"false","true","High","false",237,41.2815330197847,0.56,336,22437,0.33,0.03,0.18,0.06,0.22,0.18
"1264",1521,0.08,0.01,0.1,0,60,0.5,"false","true","Low","false",247,42.4524818284293,0.57,268,18040,0.33,0.03,0.18,0.06,0.22,0.19
"1265",1489,0.08,0.01,0.1,0,20,3,"false","true","High","false",179,31.3308975006802,0.56,427,109035,0.35,0.02,0.18,0.06,0.21,0.17
"1266",1504,0.08,0.01,0.1,0,40,6,"false","true","High","false",101,25.388696699965,0.39,478,195606,0.36,0.02,0.17,0.06,0.21,0.17
"1267",1531,0.08,0.01,0.1,0,80,3,"false","true","High","false",197,35.4433085863101,0.54,289,107302,0.35,0.03,0.18,0.06,0.21,0.18
"1268",1530,0.08,0.01,0.1,0,80,1.5,"false","true","High","false",198,37.6831733198585,0.51,289,56557,0.34,0.03,0.18,0.06,0.21,0.18
"1269",1520,0.08,0.01,0.1,0,60,0,"false","true","Low","false",249,42.9539005713842,0.56,353,0,0.33,0.03,0.18,0.06,0.22,0.18
"1270",1529,0.08,0.01,0.1,0,80,1,"false","true","High","false",248,39.5498892214405,0.61,324,42748,0.34,0.03,0.18,0.06,0.21,0.18
"1271",1534,0.08,0.01,0.1,0,80,0,"false","true","Low","false",236,42.3339293349399,0.54,292,0,0.33,0.03,0.18,0.06,0.22,0.18
"1272",1549,0.08,0.01,0.1,0,0,0.5,"false","true","Low","true",245,41.1085629883002,0.58,295,19972,0.33,0.03,0.18,0.06,0.22,0.19
"1273",1505,0.08,0.01,0.1,0,40,100,"false","true","High","false",118,24.3178372915614,0.47,518,193156,0.36,0.02,0.17,0.06,0.21,0.18
"1274",1539,0.08,0.01,0.1,0,80,6,"false","true","Low","false",166,31.4543087029191,0.51,307,226083,0.35,0.02,0.18,0.06,0.21,0.17
"1275",1536,0.08,0.01,0.1,0,80,1,"false","true","Low","false",241,40.6217203715941,0.58,286,37988,0.34,0.03,0.18,0.06,0.22,0.18
"1276",1551,0.08,0.01,0.1,0,0,1.5,"false","true","Low","true",165,30.9635791192133,0.52,318,58400,0.35,0.03,0.18,0.06,0.21,0.18
"1277",1527,0.08,0.01,0.1,0,80,0,"false","true","High","false",260,41.5118358145139,0.61,322,0,0.33,0.03,0.18,0.06,0.22,0.19
"1278",1400,0.08,0.01,0.1,0,80,100,"false","true","Low","false",56,16.9549500524741,0.32,838,354589,0.39,0.02,0.16,0.07,0.2,0.16
"1279",1518,0.08,0.01,0.1,0,60,6,"false","true","High","false",132,26.3536362576282,0.49,434,241535,0.36,0.02,0.17,0.06,0.21,0.17
"1280",1525,0.08,0.01,0.1,0,60,6,"false","true","Low","false",114,22.3928168849846,0.49,393,242067,0.36,0.02,0.17,0.07,0.2,0.18
"1281",1532,0.08,0.01,0.1,0,80,6,"false","true","High","false",150,28.978310724142,0.5,356,238870,0.36,0.03,0.17,0.06,0.21,0.18
"1282",1556,0.08,0.01,0.1,0,20,0.5,"false","true","High","true",246,39.6460916546818,0.6,281,19329,0.34,0.03,0.18,0.06,0.22,0.18
"1283",1557,0.08,0.01,0.1,0,20,1,"false","true","High","true",201,35.3198973840712,0.55,318,39165,0.34,0.03,0.18,0.06,0.21,0.18
"1284",1535,0.08,0.01,0.1,0,80,0.5,"false","true","Low","false",248,41.0463715163058,0.59,308,21307,0.34,0.03,0.17,0.06,0.22,0.18
"1285",1540,0.08,0.01,0.1,0,80,100,"false","true","Low","false",51,14.7209157694251,0.34,369,244705,0.38,0.02,0.16,0.08,0.21,0.15
"1286",1537,0.08,0.01,0.1,0,80,1.5,"false","true","Low","false",226,38.422668791542,0.57,315,57842,0.34,0.03,0.18,0.06,0.22,0.18
"1287",1538,0.08,0.01,0.1,0,80,3,"false","true","Low","false",192,37.4402378823804,0.5,327,111458,0.34,0.03,0.17,0.06,0.21,0.18
"1288",1554,0.08,0.01,0.1,0,0,100,"false","true","Low","true",158,31.0821316127026,0.49,353,80882,0.34,0.03,0.18,0.06,0.21,0.18
"1289",1552,0.08,0.01,0.1,0,0,3,"false","true","Low","true",191,31.2978582811832,0.59,347,78123,0.35,0.03,0.17,0.06,0.21,0.18
"1290",1519,0.08,0.01,0.1,0,60,100,"false","true","High","false",98,21.5201927935632,0.44,547,292871,0.36,0.02,0.17,0.06,0.21,0.17
"1291",1578,0.08,0.01,0.1,0,40,1,"false","true","Low","true",165,32.6952229175574,0.49,345,42746,0.35,0.03,0.17,0.06,0.21,0.18
"1292",1553,0.08,0.01,0.1,0,0,6,"false","true","Low","true",158,29.9403350565554,0.51,334,79289,0.35,0.02,0.18,0.06,0.21,0.18
"1293",1526,0.08,0.01,0.1,0,60,100,"false","true","Low","false",79,19.9022427799588,0.39,510,264505,0.37,0.02,0.18,0.07,0.19,0.17
"1294",1559,0.08,0.01,0.1,0,20,3,"false","true","High","true",157,29.6682473665799,0.51,360,105564,0.35,0.02,0.18,0.06,0.21,0.18
"1295",1558,0.08,0.01,0.1,0,20,1.5,"false","true","High","true",133,28.9132040268978,0.45,353,65094,0.36,0.03,0.18,0.06,0.21,0.17
"1296",1528,0.08,0.01,0.1,0,80,0.5,"false","true","High","false",247,39.9930034594006,0.6,375,24664,0.34,0.03,0.18,0.06,0.22,0.18
"1297",1550,0.08,0.01,0.1,0,0,1,"false","true","Low","true",210,35.6026742332958,0.57,384,43990,0.35,0.03,0.18,0.06,0.21,0.18
"1298",1561,0.08,0.01,0.1,0,20,100,"false","true","High","true",143,28.044466902476,0.5,355,107937,0.35,0.03,0.17,0.07,0.21,0.17
"1299",1563,0.08,0.01,0.1,0,20,0.5,"false","true","Low","true",232,39.2301861857193,0.57,349,22020,0.34,0.03,0.18,0.06,0.22,0.18
"1300",1568,0.08,0.01,0.1,0,20,100,"false","true","Low","true",151,29.9743460178023,0.49,396,115998,0.36,0.02,0.17,0.06,0.21,0.18
"1301",1565,0.08,0.01,0.1,0,20,1.5,"false","true","Low","true",147,29.066739223384,0.49,386,70137,0.35,0.02,0.17,0.06,0.21,0.18
"1302",1560,0.08,0.01,0.1,0,20,6,"false","true","High","true",140,28.7528666381622,0.47,393,114535,0.35,0.02,0.17,0.06,0.21,0.18
"1303",1571,0.08,0.01,0.1,0,40,1,"false","true","High","true",165,32.0480429121157,0.5,340,44797,0.35,0.03,0.18,0.06,0.21,0.17
"1304",1570,0.08,0.01,0.1,0,40,0.5,"false","true","High","true",213,37.5869708866172,0.55,383,25091,0.34,0.03,0.17,0.06,0.22,0.18
"1305",1577,0.08,0.01,0.1,0,40,0.5,"false","true","Low","true",241,38.833715551755,0.6,315,21616,0.34,0.03,0.18,0.06,0.22,0.18
"1306",1564,0.08,0.01,0.1,0,20,1,"false","true","Low","true",187,35.1644187040852,0.52,363,45863,0.34,0.03,0.17,0.06,0.21,0.18
"1307",1591,0.08,0.01,0.1,0,60,0.5,"false","true","Low","true",212,37.022388929918,0.56,336,23758,0.34,0.03,0.17,0.06,0.22,0.18
"1308",1581,0.08,0.01,0.1,0,40,6,"false","true","Low","true",111,23.8951296303494,0.45,408,179035,0.37,0.02,0.17,0.06,0.2,0.17
"1309",1572,0.08,0.01,0.1,0,40,1.5,"false","true","High","true",118,25.5849885334473,0.45,420,74928,0.36,0.02,0.18,0.06,0.2,0.17
"1310",1584,0.08,0.01,0.1,0,60,0.5,"false","true","High","true",205,34.1654681851751,0.58,377,25744,0.35,0.03,0.17,0.06,0.22,0.18
"1311",1580,0.08,0.01,0.1,0,40,3,"false","true","Low","true",145,26.9065573133284,0.52,431,131055,0.36,0.02,0.17,0.06,0.21,0.17
"1312",1585,0.08,0.01,0.1,0,60,1,"false","true","High","true",154,27.9968515567303,0.53,424,51998,0.36,0.02,0.17,0.06,0.21,0.17
"1313",1592,0.08,0.01,0.1,0,60,1,"false","true","Low","true",167,30.5933455124966,0.53,375,49385,0.36,0.02,0.17,0.06,0.21,0.17
"1314",1619,0.08,0.01,0.1,0,0,0.5,"false","true","Low","false",264,41.9860457884713,0.61,298,20613,0.33,0.03,0.18,0.06,0.22,0.18
"1315",1579,0.08,0.01,0.1,0,40,1.5,"false","true","Low","true",144,27.6868659385082,0.51,407,71935,0.36,0.02,0.17,0.06,0.21,0.17
"1316",1586,0.08,0.01,0.1,0,60,1.5,"false","true","High","true",79,21.078050297353,0.36,423,74528,0.37,0.02,0.18,0.06,0.21,0.16
"1317",1573,0.08,0.01,0.1,0,40,3,"false","true","High","true",137,27.4381000505306,0.49,447,145299,0.36,0.02,0.17,0.06,0.21,0.17
"1318",1575,0.08,0.01,0.1,0,40,100,"false","true","High","true",103,23.6385898083725,0.42,428,179187,0.36,0.02,0.17,0.07,0.21,0.17
"1319",1589,0.08,0.01,0.1,0,60,100,"false","true","High","true",84,20.3278656664205,0.4,511,262009,0.37,0.02,0.17,0.06,0.21,0.17
"1320",1566,0.08,0.01,0.1,0,20,3,"false","true","Low","true",140,30.1278812142885,0.45,515,114273,0.36,0.02,0.17,0.06,0.21,0.18
"1321",1618,0.08,0.01,0.1,0,0,0,"false","true","Low","false",252,43.710887394566,0.56,278,0,0.33,0.03,0.18,0.06,0.22,0.19
"1322",1623,0.08,0.01,0.1,0,0,6,"false","true","Low","false",151,30.6351304077428,0.48,381,84277,0.35,0.02,0.17,0.06,0.21,0.18
"1323",1593,0.08,0.01,0.1,0,60,1.5,"false","true","Low","true",116,24.0049364480896,0.47,434,81078,0.36,0.02,0.17,0.07,0.2,0.17
"1324",1567,0.08,0.01,0.1,0,20,6,"false","true","Low","true",143,28.6488902709216,0.49,477,117470,0.35,0.02,0.17,0.06,0.21,0.18
"1325",1609,0.08,0.01,0.1,0,80,6,"false","true","Low","true",71,17.4583122789288,0.4,407,230694,0.38,0.03,0.16,0.07,0.2,0.17
"1326",1587,0.08,0.01,0.1,0,60,3,"false","true","High","true",96,21.6436039958021,0.43,447,140949,0.38,0.02,0.17,0.07,0.2,0.16
"1327",1627,0.08,0.01,0.1,0,20,1,"false","true","High","false",243,40.3360282971198,0.59,296,36282,0.33,0.03,0.18,0.06,0.22,0.19
"1328",1625,0.08,0.01,0.1,0,20,0,"false","true","High","false",288,43.9052357445485,0.64,288,0,0.33,0.03,0.18,0.06,0.22,0.19
"1329",1605,0.08,0.01,0.1,0,80,0.5,"false","true","Low","true",191,34.4424145839002,0.54,384,26891,0.35,0.03,0.17,0.06,0.21,0.18
"1330",1622,0.08,0.01,0.1,0,0,3,"false","true","Low","false",167,31.2580168694368,0.52,342,79835,0.35,0.02,0.18,0.06,0.21,0.18
"1331",1620,0.08,0.01,0.1,0,0,1,"false","true","Low","false",240,39.8841683834104,0.58,287,38384,0.34,0.03,0.18,0.06,0.22,0.18
"1332",1599,0.08,0.01,0.1,0,80,1,"false","true","High","true",101,22.655187157461,0.43,467,63830,0.37,0.02,0.17,0.07,0.2,0.17
"1333",1598,0.08,0.01,0.1,0,80,0.5,"false","true","High","true",172,31.2453842266879,0.53,439,30014,0.36,0.02,0.17,0.07,0.21,0.17
"1334",1628,0.08,0.01,0.1,0,20,1.5,"false","true","High","false",202,38.4741711042873,0.51,294,53658,0.34,0.03,0.18,0.06,0.22,0.18
"1335",1574,0.08,0.01,0.1,0,40,6,"false","true","High","true",128,25.7239476036848,0.48,544,193344,0.36,0.02,0.18,0.06,0.2,0.17
"1336",1610,0.08,0.01,0.1,0,80,100,"false","true","Low","true",53,15.7169510630855,0.33,500,289634,0.38,0.02,0.16,0.07,0.2,0.17
"1337",1621,0.08,0.01,0.1,0,0,1.5,"false","true","Low","false",204,37.2488047576476,0.53,390,58507,0.34,0.03,0.18,0.06,0.22,0.19
"1338",1626,0.08,0.01,0.1,0,20,0.5,"false","true","High","false",261,41.788782213239,0.61,288,19207,0.33,0.03,0.18,0.06,0.22,0.19
"1339",1600,0.08,0.01,0.1,0,80,1.5,"false","true","High","true",75,18.6525828895713,0.39,485,79887,0.38,0.02,0.16,0.07,0.2,0.16
"1340",1596,0.08,0.01,0.1,0,60,100,"false","true","Low","true",96,21.1460722198469,0.44,459,271344,0.37,0.02,0.17,0.07,0.2,0.17
"1341",1582,0.08,0.01,0.1,0,40,100,"false","true","Low","true",130,25.6394060714425,0.49,540,205857,0.36,0.02,0.18,0.06,0.21,0.17
"1342",1594,0.08,0.01,0.1,0,60,3,"false","true","Low","true",96,24.2993741983131,0.38,527,156588,0.37,0.02,0.17,0.07,0.21,0.16
"1343",1601,0.08,0.01,0.1,0,80,3,"false","true","High","true",85,19.3833326855055,0.43,467,161386,0.38,0.02,0.17,0.07,0.2,0.16
"1344",1608,0.08,0.01,0.1,0,80,3,"false","true","Low","true",99,19.9479146422047,0.48,475,151062,0.37,0.02,0.17,0.07,0.2,0.16
"1345",1629,0.08,0.01,0.1,0,20,3,"false","true","High","false",144,28.0940257317215,0.5,376,109541,0.36,0.03,0.17,0.06,0.21,0.18
"1346",1632,0.08,0.01,0.1,0,20,0,"false","true","Low","false",251,43.6768764333191,0.56,298,0,0.33,0.03,0.18,0.06,0.22,0.19
"1347",1607,0.08,0.01,0.1,0,80,1.5,"false","true","Low","true",114,22.7144634042057,0.49,468,95132,0.37,0.02,0.17,0.07,0.2,0.17
"1348",1630,0.08,0.01,0.1,0,20,6,"false","true","High","false",159,29.5156839118436,0.52,348,111478,0.35,0.03,0.18,0.06,0.21,0.18
"1349",1648,0.08,0.01,0.1,0,40,1,"false","true","Low","false",258,41.2416916080383,0.61,286,36964,0.33,0.03,0.18,0.06,0.22,0.19
"1350",1602,0.08,0.01,0.1,0,80,6,"false","true","High","true",63,16.6041512807556,0.37,532,263644,0.38,0.02,0.18,0.07,0.19,0.15
"1351",1595,0.08,0.01,0.1,0,60,6,"false","true","Low","true",96,21.1859136315933,0.44,572,250656,0.36,0.02,0.17,0.07,0.21,0.17
"1352",1633,0.08,0.01,0.1,0,20,0.5,"false","true","Low","false",262,42.9101721926381,0.59,316,21915,0.33,0.03,0.18,0.06,0.22,0.18
