"","run","beta","lambda","prob.rnd.infection","f","pctApp","pctTest","lockdown","schools","compliance","SymPriority","deaths","propInfected","mortality","days","tests","household","relations","friends","school","random","work"
"1",85,0.08,0.01,0.1,0,20,0,"false","true","High","false",281,43.7818245423096,0.62,283,0,0.33,0.03,0.17,0.06,0.22,0.19
"2",38,0.08,0.01,0.1,0,40,1,"false","true","Low","true",168,33.9176740389474,0.48,335,42454,0.35,0.02,0.18,0.06,0.21,0.18
"3",97,0.08,0.01,0.1,0,20,6,"false","true","Low","false",156,29.033700003887,0.52,338,109526,0.36,0.02,0.17,0.06,0.21,0.17
"4",92,0.08,0.01,0.1,0,20,0,"false","true","Low","false",269,43.5787305165779,0.6,299,0,0.33,0.03,0.18,0.06,0.22,0.19
"5",37,0.08,0.01,0.1,0,40,0.5,"false","true","Low","true",255,39.5265674194426,0.63,300,20531,0.34,0.03,0.17,0.06,0.22,0.18
"6",78,0.08,0.01,0.1,0,0,0,"false","true","Low","false",261,44.5679636179889,0.57,308,0,0.33,0.03,0.18,0.06,0.22,0.18
"7",39,0.08,0.01,0.1,0,40,1.5,"false","true","Low","true",161,27.2602713102966,0.57,357,66165,0.36,0.02,0.17,0.06,0.21,0.18
"8",88,0.08,0.01,0.1,0,20,1.5,"false","true","High","false",248,37.7239864733548,0.64,327,54906,0.34,0.02,0.18,0.06,0.22,0.18
"9",87,0.08,0.01,0.1,0,20,1,"false","true","High","false",224,40.8287013643254,0.53,295,37822,0.33,0.03,0.18,0.06,0.22,0.19
"10",9,0.08,0.01,0.1,0,0,0.5,"false","true","Low","true",242,41.6371905002527,0.56,289,18735,0.33,0.03,0.18,0.06,0.22,0.18
"11",12,0.08,0.01,0.1,0,0,3,"false","true","Low","true",188,31.9722470556225,0.57,343,76926,0.35,0.02,0.17,0.06,0.22,0.18
"12",79,0.08,0.01,0.1,0,0,0.5,"false","true","Low","false",249,42.6089322501652,0.57,264,18790,0.33,0.03,0.18,0.06,0.22,0.18
"13",101,0.08,0.01,0.1,0,40,1,"false","true","High","false",239,41.8801259377308,0.55,274,35294,0.34,0.03,0.18,0.06,0.22,0.18
"14",86,0.08,0.01,0.1,0,20,0.5,"false","true","High","false",277,42.7041629416566,0.63,311,21315,0.33,0.03,0.17,0.06,0.22,0.19
"15",16,0.08,0.01,0.1,0,20,0.5,"false","true","High","true",247,40.9025537373188,0.59,303,20613,0.34,0.03,0.18,0.06,0.22,0.18
"16",80,0.08,0.01,0.1,0,0,1,"false","true","Low","false",236,39.9619077234034,0.57,331,38396,0.34,0.03,0.18,0.06,0.22,0.18
"17",68,0.08,0.01,0.1,0,80,3,"false","true","Low","true",79,19.6311268317332,0.39,423,139639,0.37,0.02,0.17,0.07,0.2,0.16
"18",107,0.08,0.01,0.1,0,40,0.5,"false","true","Low","false",246,42.6215648929141,0.56,268,18803,0.33,0.03,0.18,0.06,0.22,0.19
"19",52,0.08,0.01,0.1,0,60,1,"false","true","Low","true",170,29.8859175185603,0.55,369,45728,0.36,0.03,0.17,0.06,0.2,0.18
"20",93,0.08,0.01,0.1,0,20,0.5,"false","true","Low","false",263,42.7323434524041,0.6,266,17496,0.33,0.03,0.18,0.06,0.22,0.18
"21",51,0.08,0.01,0.1,0,60,0.5,"false","true","Low","true",208,37.2352003731488,0.54,326,21193,0.34,0.03,0.17,0.06,0.22,0.18
"22",102,0.08,0.01,0.1,0,40,1.5,"false","true","High","false",216,40.4234850546119,0.52,287,52821,0.34,0.03,0.18,0.06,0.22,0.18
"23",96,0.08,0.01,0.1,0,20,3,"false","true","Low","false",167,32.8011427682979,0.49,327,99646,0.35,0.02,0.18,0.06,0.21,0.18
"24",108,0.08,0.01,0.1,0,40,1,"false","true","Low","false",234,42.9723636646325,0.53,267,33244,0.33,0.03,0.18,0.06,0.22,0.19
"25",69,0.08,0.01,0.1,0,80,6,"false","true","Low","true",59,16.4855987872663,0.35,366,210861,0.38,0.02,0.17,0.07,0.2,0.16
"26",10,0.08,0.01,0.1,0,0,1,"false","true","Low","true",192,36.2488824969876,0.51,325,42347,0.34,0.03,0.18,0.06,0.22,0.18
"27",19,0.08,0.01,0.1,0,20,3,"false","true","High","true",138,29.1930656508726,0.46,363,106458,0.36,0.02,0.17,0.06,0.21,0.18
"28",109,0.08,0.01,0.1,0,40,1.5,"false","true","Low","false",219,40.2582889571268,0.53,284,54298,0.33,0.03,0.18,0.06,0.22,0.19
"29",90,0.08,0.01,0.1,0,20,6,"false","true","High","false",148,29.3728378746064,0.49,351,113740,0.35,0.03,0.18,0.06,0.21,0.17
"30",100,0.08,0.01,0.1,0,40,0.5,"false","true","High","false",280,43.1229836358689,0.63,278,17965,0.33,0.03,0.18,0.06,0.22,0.18
"31",20,0.08,0.01,0.1,0,20,6,"false","true","High","true",156,30.0044700120496,0.51,385,115872,0.36,0.03,0.17,0.06,0.22,0.18
"32",31,0.08,0.01,0.1,0,40,1,"false","true","High","true",171,32.0072297586193,0.52,377,46536,0.35,0.03,0.17,0.06,0.21,0.17
"33",83,0.08,0.01,0.1,0,0,6,"false","true","Low","false",160,31.5485676526606,0.49,372,86095,0.36,0.03,0.17,0.06,0.21,0.18
"34",115,0.08,0.01,0.1,0,60,1,"false","true","High","false",224,40.7684533758308,0.53,294,38890,0.34,0.03,0.18,0.06,0.21,0.19
"35",95,0.08,0.01,0.1,0,20,1.5,"false","true","Low","false",237,40.1970692268823,0.57,301,54290,0.33,0.03,0.18,0.06,0.22,0.18
"36",40,0.08,0.01,0.1,0,40,3,"false","true","Low","true",131,27.9589536284837,0.46,387,127702,0.36,0.02,0.17,0.06,0.2,0.17
"37",106,0.08,0.01,0.1,0,40,0,"false","true","Low","false",290,44.1190189295293,0.64,291,0,0.33,0.03,0.17,0.06,0.22,0.19
"38",94,0.08,0.01,0.1,0,20,1,"false","true","Low","false",244,41.9432891514751,0.57,299,36509,0.33,0.03,0.17,0.06,0.22,0.18
"39",30,0.08,0.01,0.1,0,40,0.5,"false","true","High","true",237,36.8805146344308,0.62,328,21489,0.34,0.03,0.18,0.06,0.21,0.18
"40",23,0.08,0.01,0.1,0,20,0.5,"false","true","Low","true",259,40.9394799238155,0.61,328,20799,0.34,0.03,0.17,0.06,0.22,0.18
"41",65,0.08,0.01,0.1,0,80,0.5,"false","true","Low","true",191,33.9312784234462,0.55,370,25746,0.35,0.03,0.17,0.07,0.21,0.17
"42",113,0.08,0.01,0.1,0,60,0,"false","true","High","false",235,42.7741283476503,0.53,316,0,0.33,0.03,0.18,0.06,0.22,0.18
"43",112,0.08,0.01,0.1,0,40,100,"false","true","Low","false",124,25.1204959769892,0.48,421,190556,0.36,0.02,0.17,0.06,0.21,0.18
"44",27,0.08,0.01,0.1,0,20,6,"false","true","Low","true",152,28.9374975706456,0.51,373,109441,0.35,0.02,0.18,0.06,0.21,0.18
"45",67,0.08,0.01,0.1,0,80,1.5,"false","true","Low","true",82,19.822559956466,0.4,455,84261,0.37,0.02,0.17,0.07,0.2,0.17
"46",17,0.08,0.01,0.1,0,20,1,"false","true","High","true",191,34.3977144634042,0.54,330,42986,0.34,0.02,0.18,0.06,0.21,0.18
"47",82,0.08,0.01,0.1,0,0,3,"false","true","Low","false",144,30.9043028724686,0.45,389,81784,0.35,0.02,0.17,0.06,0.21,0.18
"48",45,0.08,0.01,0.1,0,60,1,"false","true","High","true",127,27.956038403234,0.44,406,53370,0.37,0.02,0.17,0.07,0.2,0.17
"49",58,0.08,0.01,0.1,0,80,0.5,"false","true","High","true",178,31.1647296614452,0.56,417,27436,0.35,0.03,0.17,0.07,0.21,0.17
"50",11,0.08,0.01,0.1,0,0,1.5,"false","true","Low","true",187,32.9012321685389,0.55,373,62700,0.35,0.02,0.18,0.06,0.21,0.18
"51",46,0.08,0.01,0.1,0,60,1.5,"false","true","High","true",98,22.811637579197,0.42,438,77292,0.37,0.02,0.17,0.07,0.2,0.17
"52",110,0.08,0.01,0.1,0,40,3,"false","true","Low","false",219,36.5384615384615,0.58,385,112061,0.34,0.03,0.18,0.06,0.22,0.18
"53",24,0.08,0.01,0.1,0,20,1,"false","true","Low","true",186,34.8505461188634,0.52,368,44164,0.35,0.03,0.17,0.06,0.21,0.19
"54",99,0.08,0.01,0.1,0,40,0,"false","true","High","false",250,43.5845609670774,0.56,343,0,0.33,0.03,0.18,0.06,0.22,0.19
"55",44,0.08,0.01,0.1,0,60,0.5,"false","true","High","true",195,35.3850040813154,0.54,428,28598,0.35,0.03,0.17,0.06,0.21,0.17
"56",98,0.08,0.01,0.1,0,20,100,"false","true","Low","false",165,28.8374081704046,0.56,429,114997,0.36,0.02,0.17,0.06,0.22,0.17
"57",32,0.08,0.01,0.1,0,40,1.5,"false","true","High","true",143,26.2856143351343,0.53,405,72291,0.36,0.02,0.18,0.06,0.21,0.17
"58",13,0.08,0.01,0.1,0,0,6,"false","true","Low","true",143,29.8528782990632,0.47,391,80092,0.35,0.03,0.18,0.05,0.21,0.18
"59",25,0.08,0.01,0.1,0,20,1.5,"false","true","Low","true",161,30.9120768064679,0.51,351,62858,0.35,0.02,0.18,0.06,0.21,0.17
"60",53,0.08,0.01,0.1,0,60,1.5,"false","true","Low","true",109,24.0914214638318,0.44,451,86716,0.36,0.02,0.18,0.06,0.21,0.17
"61",18,0.08,0.01,0.1,0,20,1.5,"false","true","High","true",124,28.8753060986512,0.42,404,73218,0.35,0.02,0.17,0.06,0.21,0.18
"62",84,0.08,0.01,0.1,0,0,100,"false","true","Low","false",150,30.8965289384693,0.47,401,86468,0.35,0.03,0.18,0.06,0.21,0.18
"63",34,0.08,0.01,0.1,0,40,6,"false","true","High","true",126,24.4383332685506,0.5,471,185830,0.36,0.02,0.17,0.06,0.2,0.18
"64",21,0.08,0.01,0.1,0,20,100,"false","true","High","true",130,27.6450810432619,0.46,430,109261,0.35,0.03,0.18,0.06,0.21,0.18
"65",28,0.08,0.01,0.1,0,20,100,"false","true","Low","true",181,30.8051852139775,0.57,461,125697,0.36,0.02,0.18,0.06,0.21,0.17
"66",63,0.08,0.01,0.1,0,80,100,"false","true","High","true",51,16.3612158432775,0.3,488,290097,0.39,0.02,0.16,0.07,0.19,0.16
"67",35,0.08,0.01,0.1,0,40,100,"false","true","High","true",111,24.7279123100245,0.44,451,189775,0.36,0.03,0.18,0.06,0.21,0.17
"68",41,0.08,0.01,0.1,0,40,6,"false","true","Low","true",132,25.7394954716834,0.5,459,193753,0.36,0.02,0.18,0.06,0.21,0.17
"69",14,0.08,0.01,0.1,0,0,100,"false","true","Low","true",147,31.1316904419481,0.46,455,91535,0.35,0.02,0.18,0.06,0.21,0.18
"70",104,0.08,0.01,0.1,0,40,6,"false","true","High","false",149,27.1971080965523,0.53,428,200482,0.36,0.02,0.18,0.06,0.21,0.17
"71",89,0.08,0.01,0.1,0,20,3,"false","true","High","false",159,29.6760213005792,0.52,462,119309,0.35,0.02,0.17,0.06,0.21,0.18
"72",56,0.08,0.01,0.1,0,60,100,"false","true","Low","true",110,21.2131224005908,0.5,502,280909,0.37,0.02,0.17,0.07,0.2,0.17
"73",42,0.08,0.01,0.1,0,40,100,"false","true","Low","true",127,25.5189100944533,0.48,471,186049,0.37,0.02,0.17,0.06,0.21,0.17
"74",59,0.08,0.01,0.1,0,80,1,"false","true","High","true",92,22.833015897695,0.39,495,70361,0.36,0.03,0.17,0.07,0.2,0.17
"75",105,0.08,0.01,0.1,0,40,100,"false","true","High","false",138,23.6862051541182,0.57,520,192351,0.36,0.02,0.18,0.06,0.21,0.17
"76",48,0.08,0.01,0.1,0,60,6,"false","true","High","true",83,21.366657597077,0.38,557,263002,0.37,0.02,0.16,0.07,0.21,0.17
"77",47,0.08,0.01,0.1,0,60,3,"false","true","High","true",125,22.3607494072375,0.54,539,165592,0.37,0.02,0.16,0.08,0.2,0.17
"78",66,0.08,0.01,0.1,0,80,1,"false","true","Low","true",121,26.11070082015,0.45,481,58524,0.36,0.02,0.18,0.07,0.2,0.17
"79",103,0.08,0.01,0.1,0,40,3,"false","true","High","false",234,38.0427177673262,0.6,407,105130,0.34,0.03,0.18,0.06,0.21,0.18
"80",91,0.08,0.01,0.1,0,20,100,"false","true","High","false",134,28.610992342675,0.46,516,120678,0.36,0.02,0.17,0.06,0.21,0.18
"81",60,0.08,0.01,0.1,0,80,1.5,"false","true","High","true",67,17.5117580751739,0.37,575,87989,0.37,0.02,0.18,0.07,0.2,0.16
"82",26,0.08,0.01,0.1,0,20,3,"false","true","Low","true",150,29.4933338515956,0.49,469,121561,0.35,0.02,0.18,0.06,0.21,0.18
"83",111,0.08,0.01,0.1,0,40,6,"false","true","Low","false",120,26.1301356551483,0.45,470,195545,0.36,0.02,0.17,0.06,0.21,0.17
"84",114,0.08,0.01,0.1,0,60,0.5,"false","true","High","false",223,40.6916857775878,0.53,392,23362,0.34,0.03,0.18,0.06,0.22,0.18
"85",81,0.08,0.01,0.1,0,0,1.5,"false","true","Low","false",207,36.044816729506,0.56,416,61979,0.34,0.03,0.18,0.06,0.22,0.18
"86",49,0.08,0.01,0.1,0,60,100,"false","true","High","true",89,21.5571189800599,0.4,628,293650,0.37,0.02,0.16,0.07,0.2,0.16
"87",33,0.08,0.01,0.1,0,40,3,"false","true","High","true",112,25.611225560695,0.42,571,144473,0.36,0.02,0.17,0.06,0.21,0.17
"88",54,0.08,0.01,0.1,0,60,3,"false","true","Low","true",122,24.3897461810549,0.49,541,160662,0.36,0.02,0.17,0.06,0.21,0.17
"89",116,0.08,0.01,0.1,0,60,1.5,"false","true","High","false",223,39.9036032184087,0.54,269,53783,0.34,0.03,0.17,0.06,0.22,0.18
"90",62,0.08,0.01,0.1,0,80,6,"false","true","High","true",38,14.9094336689082,0.25,726,268803,0.39,0.02,0.17,0.07,0.2,0.15
"91",70,0.08,0.01,0.1,0,80,100,"false","true","Low","true",54,14.1806273564737,0.37,720,257487,0.39,0.02,0.17,0.06,0.2,0.16
"92",117,0.08,0.01,0.1,0,60,3,"false","true","High","false",204,37.0505694406654,0.54,343,114801,0.35,0.02,0.17,0.06,0.21,0.18
"93",124,0.08,0.01,0.1,0,60,3,"false","true","Low","false",232,38.3128619738018,0.59,317,107413,0.33,0.03,0.18,0.06,0.22,0.18
"94",122,0.08,0.01,0.1,0,60,1,"false","true","Low","false",232,40.655731332841,0.55,314,39041,0.33,0.03,0.18,0.06,0.22,0.19
"95",123,0.08,0.01,0.1,0,60,1.5,"false","true","Low","false",268,41.1688109767948,0.63,279,51478,0.34,0.03,0.18,0.06,0.22,0.18
"96",120,0.08,0.01,0.1,0,60,0,"false","true","Low","false",229,43.8148637618067,0.51,305,0,0.33,0.03,0.18,0.06,0.22,0.18
"97",121,0.08,0.01,0.1,0,60,0.5,"false","true","Low","false",242,42.0569829362149,0.56,309,19825,0.33,0.03,0.18,0.06,0.22,0.18
"98",135,0.08,0.01,0.1,0,80,0.5,"false","true","Low","false",228,40.389474093365,0.55,266,18462,0.34,0.03,0.18,0.06,0.22,0.18
"99",153,0.08,0.01,0.1,0,0,6,"false","true","Low","true",163,30.344579624519,0.52,353,81399,0.35,0.02,0.18,0.06,0.21,0.18
"100",125,0.08,0.01,0.1,0,60,6,"false","true","Low","false",158,32.5300268200723,0.47,371,221766,0.35,0.03,0.17,0.06,0.21,0.18
"101",140,0.08,0.01,0.1,0,80,100,"false","true","Low","false",40,12.4450965911299,0.31,349,189888,0.38,0.03,0.17,0.06,0.2,0.16
"102",55,0.08,0.01,0.1,0,60,6,"false","true","Low","true",91,20.2491545846776,0.44,737,252155,0.37,0.02,0.17,0.07,0.2,0.17
"103",137,0.08,0.01,0.1,0,80,1.5,"false","true","Low","false",224,38.8706417382516,0.56,281,56042,0.34,0.03,0.18,0.06,0.21,0.18
"104",128,0.08,0.01,0.1,0,80,0.5,"false","true","High","false",241,39.1300967854783,0.6,308,21259,0.34,0.03,0.18,0.06,0.21,0.18
"105",118,0.08,0.01,0.1,0,60,6,"false","true","High","false",152,30.3834492945155,0.49,374,232901,0.35,0.03,0.18,0.06,0.21,0.17
"106",138,0.08,0.01,0.1,0,80,3,"false","true","Low","false",212,36.7687643331908,0.56,300,106279,0.34,0.03,0.17,0.06,0.22,0.18
"107",61,0.08,0.01,0.1,0,80,3,"false","true","High","true",70,18.0860574493723,0.38,718,178390,0.38,0.02,0.17,0.07,0.2,0.15
"108",139,0.08,0.01,0.1,0,80,6,"false","true","Low","false",159,30.5544758425001,0.51,334,234085,0.36,0.03,0.17,0.06,0.21,0.18
"109",130,0.08,0.01,0.1,0,80,1.5,"false","true","High","false",210,37.1370544564077,0.55,308,61169,0.34,0.03,0.17,0.06,0.22,0.18
"110",136,0.08,0.01,0.1,0,80,1,"false","true","Low","false",241,40.6324095308431,0.58,307,40346,0.34,0.03,0.18,0.06,0.21,0.18
"111",178,0.08,0.01,0.1,0,40,1,"false","true","Low","true",197,33.1985851440121,0.58,304,40584,0.35,0.02,0.18,0.06,0.21,0.18
"112",149,0.08,0.01,0.1,0,0,0.5,"false","true","Low","true",234,41.3417810082792,0.55,300,19520,0.33,0.03,0.18,0.06,0.22,0.19
"113",152,0.08,0.01,0.1,0,0,3,"false","true","Low","true",162,30.3912232285148,0.52,318,76658,0.35,0.03,0.18,0.06,0.21,0.18
"114",164,0.08,0.01,0.1,0,20,1,"false","true","Low","true",189,34.4064601391534,0.53,316,40931,0.34,0.02,0.18,0.06,0.22,0.19
"115",134,0.08,0.01,0.1,0,80,0,"false","true","Low","false",236,42.6312823104132,0.54,318,0,0.33,0.03,0.18,0.06,0.22,0.19
"116",166,0.08,0.01,0.1,0,20,3,"false","true","Low","true",161,30.4028841295137,0.51,364,112798,0.35,0.03,0.17,0.06,0.21,0.18
"117",165,0.08,0.01,0.1,0,20,1.5,"false","true","Low","true",160,30.0141874295487,0.52,338,63967,0.35,0.02,0.18,0.05,0.21,0.19
"118",156,0.08,0.01,0.1,0,20,0.5,"false","true","High","true",244,39.9453881136549,0.59,310,21152,0.34,0.02,0.18,0.06,0.22,0.19
"119",129,0.08,0.01,0.1,0,80,1,"false","true","High","false",235,39.821976911416,0.57,332,42292,0.34,0.03,0.18,0.06,0.21,0.18
"120",131,0.08,0.01,0.1,0,80,3,"false","true","High","false",213,35.4034671745637,0.58,336,115545,0.35,0.03,0.17,0.06,0.21,0.18
"121",154,0.08,0.01,0.1,0,0,100,"false","true","Low","true",156,29.6148015703347,0.51,366,79547,0.35,0.03,0.17,0.06,0.21,0.18
"122",177,0.08,0.01,0.1,0,40,0.5,"false","true","Low","true",221,38.5149842577837,0.56,326,22958,0.34,0.03,0.17,0.06,0.22,0.18
"123",127,0.08,0.01,0.1,0,80,0,"false","true","High","false",213,41.1289695650484,0.5,325,0,0.34,0.03,0.18,0.06,0.22,0.18
"124",163,0.08,0.01,0.1,0,20,0.5,"false","true","Low","true",232,40.4419481478602,0.56,323,22509,0.34,0.03,0.18,0.06,0.22,0.18
"125",126,0.08,0.01,0.1,0,60,100,"false","true","Low","false",105,20.3035721226727,0.5,423,252160,0.37,0.03,0.18,0.07,0.2,0.16
"126",157,0.08,0.01,0.1,0,20,1,"false","true","High","true",206,36.2187585027403,0.55,352,42316,0.34,0.03,0.17,0.06,0.21,0.18
"127",194,0.08,0.01,0.1,0,60,3,"false","true","Low","true",112,24.1322346173281,0.45,414,138313,0.37,0.02,0.18,0.06,0.2,0.17
"128",161,0.08,0.01,0.1,0,20,100,"false","true","High","true",142,28.8296342364053,0.48,369,111809,0.35,0.02,0.18,0.06,0.21,0.18
"129",179,0.08,0.01,0.1,0,40,1.5,"false","true","Low","true",144,28.4467679869398,0.49,350,64941,0.36,0.02,0.18,0.06,0.21,0.17
"130",168,0.08,0.01,0.1,0,20,100,"false","true","Low","true",148,28.5235355851829,0.5,409,111623,0.35,0.02,0.18,0.06,0.21,0.18
"131",150,0.08,0.01,0.1,0,0,1,"false","true","Low","true",204,35.5239631515528,0.56,375,45756,0.35,0.03,0.17,0.06,0.22,0.18
"132",171,0.08,0.01,0.1,0,40,1,"false","true","High","true",163,32.0383254946165,0.49,372,46701,0.35,0.02,0.17,0.07,0.21,0.18
"133",132,0.08,0.01,0.1,0,80,6,"false","true","High","false",157,30.6195825397442,0.5,401,233457,0.35,0.02,0.17,0.07,0.21,0.17
"134",170,0.08,0.01,0.1,0,40,0.5,"false","true","High","true",232,38.010650289579,0.59,329,22889,0.34,0.03,0.18,0.06,0.22,0.18
"135",187,0.08,0.01,0.1,0,60,3,"false","true","High","true",83,20.7534885528822,0.39,350,125241,0.37,0.02,0.17,0.06,0.21,0.17
"136",167,0.08,0.01,0.1,0,20,6,"false","true","Low","true",144,28.289345823454,0.49,423,111066,0.35,0.02,0.17,0.06,0.21,0.18
"137",159,0.08,0.01,0.1,0,20,3,"false","true","High","true",134,28.9598476308936,0.45,385,101461,0.35,0.02,0.17,0.06,0.21,0.18
"138",158,0.08,0.01,0.1,0,20,1.5,"false","true","High","true",142,30.7740894779803,0.45,398,63265,0.36,0.02,0.17,0.06,0.21,0.18
"139",172,0.08,0.01,0.1,0,40,1.5,"false","true","High","true",128,26.2506316321374,0.47,439,69959,0.36,0.02,0.17,0.07,0.21,0.17
"140",160,0.08,0.01,0.1,0,20,6,"false","true","High","true",158,29.3038442103627,0.52,420,116827,0.35,0.02,0.18,0.06,0.21,0.18
"141",119,0.08,0.01,0.1,0,60,100,"false","true","High","false",99,20.4318420336611,0.47,507,263565,0.37,0.02,0.17,0.07,0.21,0.16
"142",185,0.08,0.01,0.1,0,60,1,"false","true","High","true",137,27.2126559645509,0.49,414,53934,0.37,0.02,0.17,0.06,0.21,0.17
"143",191,0.08,0.01,0.1,0,60,0.5,"false","true","Low","true",201,36.5744159832083,0.53,332,23440,0.34,0.03,0.17,0.06,0.22,0.18
"144",184,0.08,0.01,0.1,0,60,0.5,"false","true","High","true",185,35.3480778948187,0.51,372,24305,0.35,0.03,0.17,0.06,0.22,0.18
"145",206,0.08,0.01,0.1,0,80,1,"false","true","Low","true",118,26.1651183581451,0.44,382,51134,0.36,0.02,0.18,0.06,0.21,0.17
"146",198,0.08,0.01,0.1,0,80,0.5,"false","true","High","true",176,30.2269988727796,0.57,409,28220,0.36,0.02,0.17,0.06,0.21,0.17
"147",220,0.08,0.01,0.1,0,0,1,"false","true","Low","false",270,39.6237415944339,0.66,279,36947,0.33,0.03,0.18,0.05,0.22,0.19
"148",219,0.08,0.01,0.1,0,0,0.5,"false","true","Low","false",276,43.2473665798577,0.62,311,21181,0.33,0.03,0.18,0.05,0.22,0.19
"149",173,0.08,0.01,0.1,0,40,3,"false","true","High","true",134,26.4848213938664,0.49,433,133907,0.36,0.02,0.17,0.06,0.2,0.18
"150",192,0.08,0.01,0.1,0,60,1,"false","true","Low","true",169,30.0948419947915,0.55,419,52130,0.35,0.03,0.18,0.06,0.21,0.17
"151",175,0.08,0.01,0.1,0,40,100,"false","true","High","true",115,26.9094725385782,0.42,391,194614,0.36,0.03,0.18,0.06,0.2,0.17
"152",174,0.08,0.01,0.1,0,40,6,"false","true","High","true",126,26.0640572161542,0.47,491,200096,0.37,0.02,0.17,0.06,0.21,0.17
"153",199,0.08,0.01,0.1,0,80,1,"false","true","High","true",87,21.3870641738252,0.4,459,58183,0.37,0.02,0.17,0.07,0.2,0.16
"154",218,0.08,0.01,0.1,0,0,0,"false","true","Low","false",237,44.2414583900183,0.52,320,0,0.33,0.03,0.18,0.06,0.22,0.18
"155",133,0.08,0.01,0.1,0,80,100,"false","true","High","false",43,14.4148171182027,0.29,525,253028,0.4,0.02,0.16,0.07,0.2,0.15
"156",225,0.08,0.01,0.1,0,20,0,"false","true","High","false",266,44.2851867687643,0.58,299,0,0.33,0.03,0.18,0.06,0.22,0.18
"157",186,0.08,0.01,0.1,0,60,1.5,"false","true","High","true",102,22.6610176079605,0.44,476,86778,0.37,0.02,0.17,0.07,0.2,0.17
"158",180,0.08,0.01,0.1,0,40,3,"false","true","Low","true",129,27.0144206475687,0.46,435,128507,0.35,0.02,0.18,0.06,0.21,0.18
"159",200,0.08,0.01,0.1,0,80,1.5,"false","true","High","true",71,17.8266024021456,0.39,433,91025,0.37,0.02,0.17,0.07,0.2,0.16
"160",151,0.08,0.01,0.1,0,0,1.5,"false","true","Low","true",173,32.033466785867,0.52,433,70068,0.35,0.02,0.18,0.06,0.21,0.18
"161",223,0.08,0.01,0.1,0,0,6,"false","true","Low","false",154,30.6671978854899,0.49,364,81959,0.35,0.02,0.17,0.06,0.21,0.18
"162",222,0.08,0.01,0.1,0,0,3,"false","true","Low","false",137,29.800404244568,0.45,381,82648,0.35,0.03,0.18,0.06,0.21,0.18
"163",221,0.08,0.01,0.1,0,0,1.5,"false","true","Low","false",207,37.2711548178956,0.54,333,55946,0.34,0.03,0.18,0.06,0.21,0.18
"164",196,0.08,0.01,0.1,0,60,100,"false","true","Low","true",84,20.5435923349011,0.4,501,268195,0.37,0.02,0.17,0.07,0.2,0.17
"165",224,0.08,0.01,0.1,0,0,100,"false","true","Low","false",153,29.9150697710576,0.5,358,79143,0.35,0.02,0.18,0.06,0.21,0.18
"166",182,0.08,0.01,0.1,0,40,100,"false","true","Low","true",126,23.9505189100945,0.51,479,184367,0.36,0.02,0.17,0.06,0.21,0.17
"167",201,0.08,0.01,0.1,0,80,3,"false","true","High","true",66,17.6390562444125,0.36,472,146617,0.38,0.02,0.16,0.07,0.21,0.16
"168",195,0.08,0.01,0.1,0,60,6,"false","true","Low","true",80,21.6989932755471,0.36,665,270142,0.37,0.02,0.17,0.07,0.21,0.17
"169",209,0.08,0.01,0.1,0,80,6,"false","true","Low","true",62,16.8976172892292,0.36,451,223806,0.38,0.02,0.17,0.07,0.2,0.16
"170",207,0.08,0.01,0.1,0,80,1.5,"false","true","Low","true",94,21.8787654992809,0.42,512,87099,0.37,0.02,0.18,0.07,0.21,0.16
"171",205,0.08,0.01,0.1,0,80,0.5,"false","true","Low","true",144,33.3239398297508,0.42,443,28564,0.35,0.02,0.17,0.06,0.21,0.18
"172",188,0.08,0.01,0.1,0,60,6,"false","true","High","true",89,21.1052590663505,0.41,523,244630,0.37,0.02,0.17,0.06,0.21,0.17
"173",208,0.08,0.01,0.1,0,80,3,"false","true","Low","true",75,21.4706339643176,0.34,546,150400,0.37,0.03,0.18,0.07,0.2,0.16
"174",193,0.08,0.01,0.1,0,60,1.5,"false","true","Low","true",119,23.9077622730983,0.48,590,95788,0.37,0.02,0.18,0.06,0.2,0.16
"175",226,0.08,0.01,0.1,0,20,0.5,"false","true","High","false",273,42.7624674466514,0.62,299,19186,0.33,0.03,0.18,0.06,0.22,0.18
"176",227,0.08,0.01,0.1,0,20,1,"false","true","High","false",251,42.1250048587087,0.58,313,38224,0.33,0.03,0.18,0.06,0.22,0.18
"177",228,0.08,0.01,0.1,0,20,1.5,"false","true","High","false",225,39.599448050686,0.55,302,54584,0.34,0.03,0.18,0.06,0.22,0.18
"178",233,0.08,0.01,0.1,0,20,0.5,"false","true","Low","false",254,42.8800481983908,0.58,269,19080,0.33,0.03,0.18,0.06,0.22,0.19
"179",246,0.08,0.01,0.1,0,40,0,"false","true","Low","false",304,44.2696389007657,0.67,283,0,0.33,0.03,0.17,0.06,0.22,0.19
"180",202,0.08,0.01,0.1,0,80,6,"false","true","High","true",65,16.1542348505461,0.39,698,269844,0.38,0.02,0.16,0.08,0.19,0.16
"181",249,0.08,0.01,0.1,0,40,1.5,"false","true","Low","false",253,41.1367434990477,0.6,269,52758,0.34,0.03,0.17,0.06,0.22,0.18
"182",232,0.08,0.01,0.1,0,20,0,"false","true","Low","false",282,44.5407548489913,0.62,264,0,0.33,0.03,0.18,0.06,0.22,0.19
